,image_id,width,height,bbox,source
114289,d63350a3d,1024,1024,"[911.0, 337.0, 100.0, 93.0]",arvalis_3
29583,9e15ceea4,1024,1024,"[515, 728, 55, 50]",arvalis_1
11044,f72cabcea,1024,1024,"[585.0, 299.0, 46.0, 37.0]",arvalis_1
127195,c672ca0b0,1024,1024,"[106.0, 295.0, 110.0, 129.0]",rres_1
3828,6d1879f19,1024,1024,"[713.0, 600.0, 114.0, 260.0]",usask_1
68182,251ed33a8,1024,1024,"[21.0, 38.0, 162.0, 101.0]",ethz_1
69376,ce803c694,1024,1024,"[71.0, 991.0, 87.0, 32.0]",ethz_1
16454,70b693efe,1024,1024,"[546.0, 822.0, 78.0, 85.0]",arvalis_1
71258,fcaaff29d,1024,1024,"[389.0, 16.0, 123.0, 107.0]",ethz_1
77367,dae78abf2,1024,1024,"[396.0, 690.0, 90.0, 62.0]",ethz_1
6591,34c5e70d5,1024,1024,"[603.0, 481.0, 96.0, 96.0]",arvalis_1
34058,a0ae5ad8e,1024,1024,"[677, 709, 89, 83]",arvalis_1
140946,96bf13ac5,1024,1024,"[32.0, 843.0, 80.0, 94.0]",rres_1
125717,ccf2bea3e,1024,1024,"[472.0, 451.0, 67.0, 72.0]",rres_1
86574,d9c104dce,1024,1024,"[836.0, 118.0, 102.0, 88.0]",ethz_1
112316,131708dfd,1024,1024,"[458.0, 440.0, 243.0, 102.0]",arvalis_3
135423,833577238,1024,1024,"[647.0, 365.0, 68.0, 100.0]",rres_1
98105,9d0eb23a0,1024,1024,"[45.0, 560.0, 78.0, 83.0]",ethz_1
59518,af14863c5,1024,1024,"[951.0, 526.0, 73.0, 75.0]",ethz_1
113177,a90339a28,1024,1024,"[202.0, 230.0, 77.0, 54.0]",arvalis_3
124562,42f5fe6a5,1024,1024,"[16.0, 613.0, 56.0, 57.0]",rres_1
49726,7b7a3b322,1024,1024,"[419, 82, 91, 78]",arvalis_1
90319,2a5be9325,1024,1024,"[469.0, 346.0, 77.0, 89.0]",ethz_1
125200,7bf6e7991,1024,1024,"[411.0, 34.0, 73.0, 78.0]",rres_1
90634,73ed5eb37,1024,1024,"[5.0, 811.0, 188.0, 102.0]",ethz_1
98360,6651c6f2f,1024,1024,"[15.0, 356.0, 116.0, 101.0]",ethz_1
48482,0e90d45c6,1024,1024,"[951, 180, 73, 71]",arvalis_1
58027,2c4db1d53,1024,1024,"[214.0, 785.0, 166.0, 48.0]",ethz_1
144182,b7d03627f,1024,1024,"[115.0, 102.0, 117.0, 123.0]",arvalis_2
19580,7d6074b93,1024,1024,"[593.0, 53.0, 64.0, 71.0]",arvalis_1
142591,e321272b3,1024,1024,"[794.0, 883.0, 80.0, 113.0]",rres_1
48808,a8cd65e4f,1024,1024,"[86, 308, 48, 68]",arvalis_1
27766,9adca8ff8,1024,1024,"[0.0, 326.0, 112.0, 136.0]",arvalis_1
16434,70b693efe,1024,1024,"[722.0, 221.0, 132.0, 62.0]",arvalis_1
95043,f0665430d,1024,1024,"[218.0, 400.0, 53.0, 28.0]",ethz_1
91510,d0a00b792,1024,1024,"[33.0, 770.0, 107.0, 36.0]",ethz_1
37900,a677f18d9,1024,1024,"[809, 60, 71, 54]",arvalis_1
34747,06b42df4e,1024,1024,"[431, 94, 79, 94]",arvalis_1
99612,70083c73e,1024,1024,"[614.0, 0.0, 39.0, 42.0]",ethz_1
147192,655ef2d6b,1024,1024,"[921.0, 517.0, 103.0, 76.0]",arvalis_2
30543,eff99d6e2,1024,1024,"[89, 0, 77, 19]",arvalis_1
99988,c31bf0e39,1024,1024,"[23.0, 540.0, 72.0, 92.0]",ethz_1
62552,95027fbd4,1024,1024,"[353.0, 435.0, 114.0, 55.0]",ethz_1
88379,614b1d8c5,1024,1024,"[698.0, 365.0, 58.0, 53.0]",ethz_1
75875,f070c6f18,1024,1024,"[143.0, 932.0, 123.0, 36.0]",ethz_1
50781,a3b44bbfc,1024,1024,"[519, 116, 117, 117]",arvalis_1
111187,a127f3085,1024,1024,"[934.0, 762.0, 90.0, 62.0]",arvalis_3
107300,c9ade75be,1024,1024,"[253.0, 606.0, 67.0, 77.0]",arvalis_3
166,91c9d9c38,1024,1024,"[1.0, 0.0, 75.0, 44.0]",usask_1
116624,e11b95f4e,1024,1024,"[852.0, 804.0, 172.0, 120.0]",arvalis_3
93601,352e238a9,1024,1024,"[221.0, 741.0, 95.0, 23.0]",ethz_1
73071,bfaa92629,1024,1024,"[842.0, 125.0, 127.0, 61.0]",ethz_1
40391,726539191,1024,1024,"[219, 254, 97, 164]",arvalis_1
19210,a897f8dc8,1024,1024,"[984.0, 360.0, 40.0, 113.0]",arvalis_1
28193,fe5c215e2,1024,1024,"[862.0, 965.0, 75.0, 59.0]",arvalis_1
18928,eca204c85,1024,1024,"[643.0, 725.0, 71.0, 55.0]",arvalis_1
1732,48c72c991,1024,1024,"[391.0, 180.0, 72.0, 111.0]",usask_1
137872,08a65db34,1024,1024,"[365.0, 144.0, 52.0, 94.0]",rres_1
61963,967ff723d,1024,1024,"[901.0, 521.0, 84.0, 40.0]",ethz_1
121718,c45841e26,1024,1024,"[826.0, 133.0, 177.0, 69.0]",arvalis_3
143367,e60108508,1024,1024,"[795.0, 90.0, 65.0, 62.0]",rres_1
67783,fae71c97b,1024,1024,"[0.0, 393.0, 31.0, 56.0]",ethz_1
86184,7c3c4d604,1024,1024,"[475.0, 73.0, 45.0, 74.0]",ethz_1
31149,fe6e2ecbc,1024,1024,"[131, 714, 75, 82]",arvalis_1
60206,a20516192,1024,1024,"[0.0, 129.0, 79.0, 42.0]",ethz_1
43752,d5814b3c4,1024,1024,"[115, 804, 65, 210]",arvalis_1
24396,2b1986944,1024,1024,"[103.0, 806.0, 87.0, 73.0]",arvalis_1
75569,82b734b58,1024,1024,"[606.0, 604.0, 76.0, 34.0]",ethz_1
58799,a28d1eb6d,1024,1024,"[661.0, 696.0, 70.0, 30.0]",ethz_1
73061,f4a36a6fd,1024,1024,"[779.0, 971.0, 79.0, 40.0]",ethz_1
98968,1b352d5fe,1024,1024,"[976.0, 931.0, 48.0, 61.0]",ethz_1
92716,4688d25ab,1024,1024,"[522.0, 432.0, 35.0, 74.0]",ethz_1
91359,96db737c8,1024,1024,"[678.0, 54.0, 66.0, 85.0]",ethz_1
70928,f926234d6,1024,1024,"[147.0, 53.0, 96.0, 123.0]",ethz_1
131302,f8d155138,1024,1024,"[849.0, 505.0, 60.0, 70.0]",rres_1
86629,d9c104dce,1024,1024,"[671.0, 0.0, 66.0, 27.0]",ethz_1
132940,b6e406cd1,1024,1024,"[947.0, 9.0, 65.0, 62.0]",rres_1
49887,1a39607ca,1024,1024,"[177, 561, 62, 158]",arvalis_1
66651,6bfbcee57,1024,1024,"[722.0, 668.0, 108.0, 39.0]",ethz_1
118851,fcb0f108a,1024,1024,"[957.0, 442.0, 60.0, 62.0]",arvalis_3
63213,0cbe3f32c,1024,1024,"[637.0, 670.0, 69.0, 46.0]",ethz_1
53236,086b6a39d,1024,1024,"[254.0, 771.0, 83.0, 79.0]",inrae_1
66444,efb3d3fb9,1024,1024,"[448.0, 99.0, 111.0, 36.0]",ethz_1
6108,818abfa22,1024,1024,"[103, 892, 114, 91]",arvalis_1
21515,7a0fe3392,1024,1024,"[460.0, 862.0, 70.0, 75.0]",arvalis_1
131116,bc49e2888,1024,1024,"[0.0, 404.0, 51.0, 73.0]",rres_1
79063,498df3cb2,1024,1024,"[120.0, 752.0, 82.0, 37.0]",ethz_1
121020,2d06b68f0,1024,1024,"[0.0, 676.0, 56.0, 105.0]",arvalis_3
105552,32f716667,1024,1024,"[875.0, 376.0, 41.0, 82.0]",ethz_1
87150,dda3868c0,1024,1024,"[785.0, 411.0, 79.0, 52.0]",ethz_1
1141,029c79463,1024,1024,"[500.0, 851.0, 77.0, 62.0]",usask_1
75565,82b734b58,1024,1024,"[346.0, 328.0, 48.0, 34.0]",ethz_1
90246,d006084f3,1024,1024,"[608.0, 544.0, 77.0, 69.0]",ethz_1
105535,32f716667,1024,1024,"[972.0, 464.0, 52.0, 76.0]",ethz_1
56663,6dfeb6f7a,1024,1024,"[951.0, 200.0, 54.0, 52.0]",ethz_1
125550,32494cc53,1024,1024,"[787.0, 779.0, 67.0, 45.0]",rres_1
133150,63467d323,1024,1024,"[527.0, 490.0, 82.0, 76.0]",rres_1
70761,bc64c4252,1024,1024,"[752.0, 725.0, 73.0, 35.0]",ethz_1
31123,fe6e2ecbc,1024,1024,"[941, 83, 73, 68]",arvalis_1
91408,61dcbea57,1024,1024,"[87.0, 197.0, 151.0, 46.0]",ethz_1
62728,e2523989d,1024,1024,"[141.0, 446.0, 95.0, 31.0]",ethz_1
23260,3d1c7f78a,1024,1024,"[373.0, 690.0, 74.0, 65.0]",arvalis_1
51722,fb9e42d30,1024,1024,"[0.0, 771.0, 52.0, 109.0]",inrae_1
53383,6ca4eaf5b,1024,1024,"[268.0, 491.0, 102.0, 143.0]",inrae_1
46571,66d517e44,1024,1024,"[268, 412, 69, 152]",arvalis_1
145310,059125072,1024,1024,"[921.0, 327.0, 92.0, 80.0]",arvalis_2
75295,4cd4207d8,1024,1024,"[664.0, 495.0, 81.0, 83.0]",ethz_1
79773,58c193340,1024,1024,"[689.0, 263.0, 46.0, 127.0]",ethz_1
120503,4311e0c38,1024,1024,"[69.0, 560.0, 125.0, 56.0]",arvalis_3
106879,f7fceadee,1024,1024,"[752.0, 773.0, 59.0, 66.0]",arvalis_3
96696,84f805c08,1024,1024,"[271.0, 0.0, 34.0, 28.0]",ethz_1
84233,f14055096,1024,1024,"[572.0, 77.0, 124.0, 45.0]",ethz_1
74392,83b801148,1024,1024,"[626.0, 342.0, 48.0, 52.0]",ethz_1
29704,f3089a3f2,1024,1024,"[649, 142, 53, 88]",arvalis_1
109934,57c1475d8,1024,1024,"[655.0, 28.0, 74.0, 115.0]",arvalis_3
79950,041707ba8,1024,1024,"[341.0, 219.0, 41.0, 63.0]",ethz_1
64356,0aef2f67e,1024,1024,"[245.0, 915.0, 90.0, 46.0]",ethz_1
108812,3b07735f3,1024,1024,"[27.0, 132.0, 52.0, 68.0]",arvalis_3
115241,b6b899073,1024,1024,"[683.0, 588.0, 74.0, 105.0]",arvalis_3
115431,78752f185,1024,1024,"[360.0, 849.0, 105.0, 141.0]",arvalis_3
104656,233494bf0,1024,1024,"[75.0, 944.0, 45.0, 80.0]",ethz_1
127377,b035aabf0,1024,1024,"[63.0, 31.0, 50.0, 53.0]",rres_1
14115,15cbc2623,1024,1024,"[459.0, 535.0, 78.0, 91.0]",arvalis_1
55974,7ea965d99,1024,1024,"[309.0, 948.0, 68.0, 31.0]",ethz_1
70135,b88fcdafb,1024,1024,"[895.0, 219.0, 73.0, 87.0]",ethz_1
139021,b3ea991e1,1024,1024,"[958.0, 227.0, 65.0, 55.0]",rres_1
83976,a4be48060,1024,1024,"[352.0, 211.0, 71.0, 52.0]",ethz_1
45541,b0833ce3d,1024,1024,"[813, 226, 116, 102]",arvalis_1
121597,d067ac2b1,1024,1024,"[488.0, 555.0, 121.0, 82.0]",arvalis_3
108503,086349fe8,1024,1024,"[593.0, 256.0, 67.0, 87.0]",arvalis_3
65235,90a725e8b,1024,1024,"[602.0, 673.0, 61.0, 61.0]",ethz_1
6004,f121ee695,1024,1024,"[744, 466, 83, 89]",arvalis_1
25863,18e5e064b,1024,1024,"[403.0, 949.0, 63.0, 75.0]",arvalis_1
83179,efffe90b4,1024,1024,"[0.0, 965.0, 46.0, 57.0]",ethz_1
61097,866a328af,1024,1024,"[686.0, 644.0, 44.0, 51.0]",ethz_1
49885,1a39607ca,1024,1024,"[91, 472, 65, 119]",arvalis_1
78429,02d662fa8,1024,1024,"[734.0, 823.0, 61.0, 30.0]",ethz_1
44430,8fb545c05,1024,1024,"[179, 230, 147, 195]",arvalis_1
4909,2cc952ee8,1024,1024,"[717.0, 359.0, 82.0, 86.0]",usask_1
58339,60b440046,1024,1024,"[7.0, 587.0, 113.0, 80.0]",ethz_1
13207,d8ea34c21,1024,1024,"[960.0, 358.0, 64.0, 78.0]",arvalis_1
12680,e6f19d1d7,1024,1024,"[253.0, 903.0, 113.0, 45.0]",arvalis_1
138440,0e86615d0,1024,1024,"[149.0, 447.0, 88.0, 83.0]",rres_1
50164,7ebf61d5a,1024,1024,"[150, 280, 62, 68]",arvalis_1
3615,c7637f1dd,1024,1024,"[775.0, 929.0, 91.0, 54.0]",usask_1
115838,1914c04d6,1024,1024,"[576.0, 409.0, 58.0, 82.0]",arvalis_3
28900,dd73b74f0,1024,1024,"[564.0, 907.0, 71.0, 67.0]",arvalis_1
94536,5ba57fd72,1024,1024,"[622.0, 299.0, 26.0, 97.0]",ethz_1
100673,ca4769387,1024,1024,"[959.0, 294.0, 63.0, 59.0]",ethz_1
62536,0adcb2a1a,1024,1024,"[157.0, 745.0, 84.0, 35.0]",ethz_1
135311,8f507b3f7,1024,1024,"[23.0, 579.0, 64.0, 54.0]",rres_1
67164,b74131d1f,1024,1024,"[61.0, 283.0, 120.0, 104.0]",ethz_1
98636,b8402b0ce,1024,1024,"[75.0, 832.0, 87.0, 80.0]",ethz_1
27506,dc1406483,1024,1024,"[12.0, 408.0, 76.0, 74.0]",arvalis_1
145848,c8237c2e6,1024,1024,"[947.0, 916.0, 77.0, 102.0]",arvalis_2
18681,c1cdb43d9,1024,1024,"[123.0, 451.0, 119.0, 58.0]",arvalis_1
140804,81b76f372,1024,1024,"[307.0, 560.0, 100.0, 73.0]",rres_1
17201,8d066eb98,1024,1024,"[124.0, 334.0, 86.0, 53.0]",arvalis_1
10738,b95fd89e3,1024,1024,"[25.0, 156.0, 113.0, 61.0]",arvalis_1
144878,340ac8d52,1024,1024,"[613.0, 206.0, 118.0, 123.0]",arvalis_2
25167,a6aeedae1,1024,1024,"[186.0, 975.0, 70.0, 49.0]",arvalis_1
11566,24a832fa5,1024,1024,"[904.0, 649.0, 45.0, 66.0]",arvalis_1
4662,3ba04140c,1024,1024,"[494.0, 426.0, 48.0, 58.0]",usask_1
110931,3ef86180e,1024,1024,"[709.0, 568.0, 102.0, 97.0]",arvalis_3
77739,c2b54f1fe,1024,1024,"[342.0, 180.0, 114.0, 75.0]",ethz_1
921,29e44e305,1024,1024,"[359.0, 987.0, 202.0, 37.0]",usask_1
109448,a1fcb07dd,1024,1024,"[885.0, 764.0, 60.0, 61.0]",arvalis_3
77692,8b91f99a6,1024,1024,"[0.0, 270.0, 68.0, 116.0]",ethz_1
20309,fa55f0519,1024,1024,"[735.0, 871.0, 80.0, 56.0]",arvalis_1
65015,d8f09768d,1024,1024,"[981.0, 549.0, 43.0, 36.0]",ethz_1
47330,f7d780303,1024,1024,"[257, 53, 136, 120]",arvalis_1
19846,613df3c8e,1024,1024,"[432.0, 460.0, 94.0, 77.0]",arvalis_1
62819,0a7338e6f,1024,1024,"[744.0, 761.0, 129.0, 56.0]",ethz_1
111342,bf90bf2ec,1024,1024,"[883.0, 215.0, 141.0, 87.0]",arvalis_3
138461,ab23f5b74,1024,1024,"[279.0, 288.0, 82.0, 56.0]",rres_1
85138,d61ad418f,1024,1024,"[449.0, 466.0, 80.0, 30.0]",ethz_1
30083,b0a22c629,1024,1024,"[630, 0, 83, 56]",arvalis_1
92044,e8fb2db93,1024,1024,"[802.0, 994.0, 75.0, 30.0]",ethz_1
22453,b61e3461d,1024,1024,"[733.0, 638.0, 156.0, 71.0]",arvalis_1
81594,37191de77,1024,1024,"[188.0, 664.0, 108.0, 110.0]",ethz_1
9227,a700357af,1024,1024,"[507.0, 323.0, 100.0, 51.0]",arvalis_1
125911,70bc24fa2,1024,1024,"[253.0, 575.0, 95.0, 76.0]",rres_1
41029,00e903abe,1024,1024,"[163, 367, 102, 105]",arvalis_1
78375,02d662fa8,1024,1024,"[341.0, 370.0, 91.0, 84.0]",ethz_1
118811,688e051dc,1024,1024,"[934.0, 394.0, 90.0, 133.0]",arvalis_3
122731,382bf4ed7,1024,1024,"[925.0, 676.0, 98.0, 97.0]",arvalis_3
132647,bfe0b9132,1024,1024,"[548.0, 167.0, 82.0, 94.0]",rres_1
39428,89d2fcb7c,1024,1024,"[310, 302, 57, 75]",arvalis_1
2183,8302fe8b8,1024,1024,"[532.0, 183.0, 56.0, 64.0]",usask_1
33697,0d4128a74,1024,1024,"[444, 364, 74, 78]",arvalis_1
130908,9efadd5cd,1024,1024,"[684.0, 853.0, 88.0, 79.0]",rres_1
8858,8083f65f2,1024,1024,"[154.0, 164.0, 137.0, 63.0]",arvalis_1
15075,7b9dfab15,1024,1024,"[380.0, 901.0, 52.0, 48.0]",arvalis_1
143539,ec3d2ced1,1024,1024,"[290.0, 498.0, 67.0, 65.0]",rres_1
8175,aa7eba834,1024,1024,"[571.0, 975.0, 71.0, 49.0]",arvalis_1
53124,c2fd0893f,1024,1024,"[783.0, 268.0, 141.0, 128.0]",inrae_1
81234,333d4affe,1024,1024,"[105.0, 20.0, 55.0, 165.0]",ethz_1
137566,8d0b36c74,1024,1024,"[865.0, 854.0, 62.0, 78.0]",rres_1
78786,de7b4de8c,1024,1024,"[39.0, 527.0, 100.0, 55.0]",ethz_1
14378,ecb47fac5,1024,1024,"[560.0, 601.0, 55.0, 36.0]",arvalis_1
82657,50c47d6b5,1024,1024,"[170.0, 503.0, 53.0, 59.0]",ethz_1
27809,9ad34dab3,1024,1024,"[891.0, 840.0, 46.0, 43.0]",arvalis_1
65861,abb037b27,1024,1024,"[598.0, 677.0, 105.0, 82.0]",ethz_1
67704,ba586e514,1024,1024,"[520.0, 546.0, 51.0, 43.0]",ethz_1
147590,f20baf558,1024,1024,"[483.0, 478.0, 130.0, 80.0]",arvalis_2
103607,901ee2848,1024,1024,"[244.0, 166.0, 39.0, 104.0]",ethz_1
84961,37073b5c1,1024,1024,"[32.0, 92.0, 147.0, 91.0]",ethz_1
144755,48bdfec34,1024,1024,"[195.0, 404.0, 86.0, 111.0]",arvalis_2
137353,0c264c98e,1024,1024,"[993.0, 89.0, 31.0, 68.0]",rres_1
114773,45a203e70,1024,1024,"[820.0, 583.0, 133.0, 95.0]",arvalis_3
33655,344bdc291,1024,1024,"[958, 5, 66, 124]",arvalis_1
111951,4be2817ef,1024,1024,"[939.0, 81.0, 85.0, 118.0]",arvalis_3
112274,3cf295f6c,1024,1024,"[816.0, 122.0, 82.0, 54.0]",arvalis_3
29745,f3089a3f2,1024,1024,"[571, 769, 34, 28]",arvalis_1
103683,40b8f078e,1024,1024,"[0.0, 950.0, 34.0, 74.0]",ethz_1
37423,52c457b5d,1024,1024,"[640, 187, 66, 92]",arvalis_1
125874,217c8fd61,1024,1024,"[479.0, 41.0, 83.0, 82.0]",rres_1
23854,9983d297c,1024,1024,"[768.0, 676.0, 61.0, 72.0]",arvalis_1
59779,b70d3e890,1024,1024,"[41.0, 0.0, 110.0, 25.0]",ethz_1
100657,1b43ca0a6,1024,1024,"[136.0, 569.0, 62.0, 43.0]",ethz_1
70512,cdc68ad10,1024,1024,"[594.0, 431.0, 56.0, 113.0]",ethz_1
98266,f4bc4d24c,1024,1024,"[6.0, 722.0, 51.0, 53.0]",ethz_1
127913,1734d7a9f,1024,1024,"[898.0, 692.0, 76.0, 62.0]",rres_1
88952,d13ac0b3f,1024,1024,"[662.0, 476.0, 82.0, 61.0]",ethz_1
38159,4caebe5ac,1024,1024,"[719, 938, 96, 86]",arvalis_1
73035,f4a36a6fd,1024,1024,"[718.0, 464.0, 50.0, 52.0]",ethz_1
69934,f4f169106,1024,1024,"[1000.0, 503.0, 24.0, 59.0]",ethz_1
72926,c39699dba,1024,1024,"[124.0, 364.0, 112.0, 98.0]",ethz_1
27325,a9b3451c9,1024,1024,"[284.0, 841.0, 38.0, 40.0]",arvalis_1
77061,bead3cebe,1024,1024,"[675.0, 0.0, 45.0, 49.0]",ethz_1
137051,6a7cbd408,1024,1024,"[754.0, 573.0, 71.0, 60.0]",rres_1
98674,b8402b0ce,1024,1024,"[0.0, 1.0, 16.0, 50.0]",ethz_1
23375,15c21964a,1024,1024,"[612.0, 908.0, 157.0, 116.0]",arvalis_1
87294,1aa099fd7,1024,1024,"[434.0, 660.0, 71.0, 67.0]",ethz_1
98214,86e843e5e,1024,1024,"[804.0, 194.0, 62.0, 44.0]",ethz_1
135826,c8927c5e1,1024,1024,"[484.0, 254.0, 71.0, 60.0]",rres_1
106996,9bccf7e53,1024,1024,"[419.0, 2.0, 98.0, 95.0]",arvalis_3
97237,dcbb21e40,1024,1024,"[451.0, 533.0, 67.0, 58.0]",ethz_1
67973,1951b2916,1024,1024,"[495.0, 974.0, 88.0, 50.0]",ethz_1
4390,5a155e612,1024,1024,"[302.0, 299.0, 112.0, 82.0]",usask_1
127447,35f84d33a,1024,1024,"[643.0, 390.0, 80.0, 69.0]",rres_1
19052,59dbb2e28,1024,1024,"[600.0, 85.0, 61.0, 74.0]",arvalis_1
141519,be29a83ad,1024,1024,"[611.0, 24.0, 70.0, 59.0]",rres_1
100935,292dac626,1024,1024,"[401.0, 200.0, 78.0, 79.0]",ethz_1
46149,a13c89a7f,1024,1024,"[240, 135, 161, 110]",arvalis_1
20180,85c9f89e3,1024,1024,"[11.0, 322.0, 75.0, 130.0]",arvalis_1
142387,04f906b5d,1024,1024,"[704.0, 22.0, 61.0, 68.0]",rres_1
82810,8417e5762,1024,1024,"[222.0, 27.0, 87.0, 49.0]",ethz_1
11909,f56264532,1024,1024,"[478.0, 983.0, 67.0, 41.0]",arvalis_1
142254,229716799,1024,1024,"[237.0, 81.0, 73.0, 92.0]",rres_1
147792,5e0747034,1024,1024,"[875.0, 740.0, 94.0, 61.0]",arvalis_2
75655,690c7d8f0,1024,1024,"[756.0, 954.0, 82.0, 42.0]",ethz_1
38777,894baab2e,1024,1024,"[936, 363, 53, 52]",arvalis_1
87991,25cd221bb,1024,1024,"[83.0, 302.0, 89.0, 48.0]",ethz_1
7443,348f3c34b,1024,1024,"[109, 634, 62, 72]",arvalis_1
76564,9e50af3ab,1024,1024,"[412.0, 19.0, 74.0, 53.0]",ethz_1
79585,186c66a2c,1024,1024,"[929.0, 84.0, 60.0, 67.0]",ethz_1
6683,144d57df8,1024,1024,"[271.0, 441.0, 99.0, 98.0]",arvalis_1
126423,e5c0a16c5,1024,1024,"[157.0, 146.0, 63.0, 81.0]",rres_1
22657,a0c25ba9c,1024,1024,"[979.0, 617.0, 45.0, 66.0]",arvalis_1
27363,e5e1f2c65,1024,1024,"[116.0, 253.0, 92.0, 65.0]",arvalis_1
19103,3d0a586c6,1024,1024,"[223.0, 52.0, 143.0, 77.0]",arvalis_1
14599,7939edac8,1024,1024,"[601.0, 950.0, 118.0, 48.0]",arvalis_1
119956,c1577d6ff,1024,1024,"[307.0, 578.0, 309.0, 207.0]",arvalis_3
39077,80111be66,1024,1024,"[60, 610, 156, 120]",arvalis_1
144424,79adcb57c,1024,1024,"[170.0, 178.0, 48.0, 62.0]",arvalis_2
67819,8c8ab21bc,1024,1024,"[800.0, 0.0, 34.0, 39.0]",ethz_1
8618,31b58b813,1024,1024,"[73.0, 912.0, 75.0, 60.0]",arvalis_1
51043,3dc3a72f9,1024,1024,"[384, 654, 79, 48]",arvalis_1
28885,d493fef8c,1024,1024,"[241.0, 601.0, 99.0, 113.0]",arvalis_1
138780,7e18f16b8,1024,1024,"[853.0, 156.0, 171.0, 74.0]",rres_1
138793,c988834c9,1024,1024,"[414.0, 200.0, 83.0, 55.0]",rres_1
6576,34c5e70d5,1024,1024,"[586.0, 359.0, 75.0, 54.0]",arvalis_1
113925,42e6efaaa,1024,1024,"[273.0, 458.0, 82.0, 100.0]",arvalis_3
140233,fa9b3ea2d,1024,1024,"[96.0, 970.0, 66.0, 54.0]",rres_1
1575,33d37a437,1024,1024,"[574.0, 407.0, 211.0, 143.0]",usask_1
55165,f15aa967e,1024,1024,"[890.0, 530.0, 134.0, 85.0]",inrae_1
128838,5498d5aae,1024,1024,"[871.0, 179.0, 77.0, 84.0]",rres_1
20348,4db6e2e94,1024,1024,"[73.0, 178.0, 103.0, 56.0]",arvalis_1
106556,d94f9d8a2,1024,1024,"[977.0, 897.0, 47.0, 44.0]",ethz_1
17776,be0fd10b4,1024,1024,"[0.0, 779.0, 64.0, 46.0]",arvalis_1
97312,63fe1ddab,1024,1024,"[0.0, 514.0, 47.0, 43.0]",ethz_1
80100,99d221ffe,1024,1024,"[659.0, 103.0, 37.0, 70.0]",ethz_1
36872,b95e8d11b,1024,1024,"[0, 885, 65, 85]",arvalis_1
94238,4a44057d7,1024,1024,"[906.0, 40.0, 45.0, 80.0]",ethz_1
53653,5e7aab7a2,1024,1024,"[911.0, 693.0, 85.0, 130.0]",inrae_1
14487,72f2eca3a,1024,1024,"[363.0, 295.0, 80.0, 72.0]",arvalis_1
27769,9adca8ff8,1024,1024,"[550.0, 355.0, 43.0, 51.0]",arvalis_1
98622,74068babf,1024,1024,"[57.0, 712.0, 175.0, 56.0]",ethz_1
23948,e6e15309d,1024,1024,"[271.0, 105.0, 97.0, 91.0]",arvalis_1
45597,768a74e08,1024,1024,"[45, 872, 62, 68]",arvalis_1
46671,f3cce7df3,1024,1024,"[450, 375, 90, 116]",arvalis_1
67794,8c8ab21bc,1024,1024,"[42.0, 584.0, 109.0, 95.0]",ethz_1
114070,93be53f09,1024,1024,"[673.0, 719.0, 156.0, 174.0]",arvalis_3
47241,f995095e2,1024,1024,"[933, 344, 71, 44]",arvalis_1
