,image_id,width,height,bbox,source
42294,5c85e9eb3,1024,1024,"[427, 929, 101, 67]",arvalis_1
24552,82f65a5ca,1024,1024,"[15.0, 714.0, 74.0, 77.0]",arvalis_1
142461,657f6bf98,1024,1024,"[896.0, 636.0, 76.0, 77.0]",rres_1
131240,0ff60b2bc,1024,1024,"[890.0, 514.0, 63.0, 88.0]",rres_1
87080,7e69fb4da,1024,1024,"[966.0, 102.0, 58.0, 68.0]",ethz_1
19031,c808023f3,1024,1024,"[938.0, 549.0, 86.0, 48.0]",arvalis_1
2566,713c56d36,1024,1024,"[365.0, 777.0, 201.0, 201.0]",usask_1
142726,2aa35dade,1024,1024,"[780.0, 717.0, 79.0, 78.0]",rres_1
95465,5a8f53092,1024,1024,"[821.0, 202.0, 59.0, 50.0]",ethz_1
45681,1708360c3,1024,1024,"[108.0, 956.0, 74.0, 68.0]",arvalis_1
99017,70aff3f9e,1024,1024,"[188.0, 972.0, 53.0, 52.0]",ethz_1
130901,9efadd5cd,1024,1024,"[827.0, 403.0, 70.0, 82.0]",rres_1
43118,8d2b5b90e,1024,1024,"[78, 51, 54, 49]",arvalis_1
108803,8a7178ad5,1024,1024,"[511.0, 54.0, 38.0, 63.0]",arvalis_3
29331,c78072dbe,1024,1024,"[191, 455, 78, 78]",arvalis_1
12778,62ec8d906,1024,1024,"[856.0, 978.0, 47.0, 46.0]",arvalis_1
15974,4cf58e2d1,1024,1024,"[488.0, 153.0, 71.0, 89.0]",arvalis_1
52403,e18bbfc52,1024,1024,"[441.0, 564.0, 82.0, 79.0]",inrae_1
23127,037024e13,1024,1024,"[333.0, 377.0, 84.0, 96.0]",arvalis_1
104117,4b7c94e8f,1024,1024,"[409.0, 730.0, 49.0, 54.0]",ethz_1
112868,0ebac9a23,1024,1024,"[560.0, 71.0, 169.0, 74.0]",arvalis_3
131413,91c7fb84e,1024,1024,"[373.0, 424.0, 80.0, 49.0]",rres_1
43539,6d1c9f629,1024,1024,"[442, 971, 120, 53]",arvalis_1
103880,fd3c02c74,1024,1024,"[442.0, 520.0, 45.0, 38.0]",ethz_1
34907,24fb4b33d,1024,1024,"[300, 71, 34, 75]",arvalis_1
38635,9b260d538,1024,1024,"[385, 582, 89, 95]",arvalis_1
139565,93bad1af2,1024,1024,"[43.0, 28.0, 93.0, 79.0]",rres_1
924,29e44e305,1024,1024,"[50.0, 431.0, 108.0, 65.0]",usask_1
68569,5d3b4d154,1024,1024,"[691.0, 446.0, 93.0, 50.0]",ethz_1
86942,6c7a6f8b8,1024,1024,"[0.0, 0.0, 46.0, 55.0]",ethz_1
141842,eea7d700c,1024,1024,"[19.0, 874.0, 73.0, 143.0]",rres_1
35373,a5c5d1e9f,1024,1024,"[996, 480, 28, 66]",arvalis_1
4363,93d67b171,1024,1024,"[502.0, 0.0, 109.0, 41.0]",usask_1
120927,6e58d4ea0,1024,1024,"[716.0, 842.0, 90.0, 182.0]",arvalis_3
90323,2a5be9325,1024,1024,"[690.0, 686.0, 50.0, 75.0]",ethz_1
91510,d0a00b792,1024,1024,"[33.0, 770.0, 107.0, 36.0]",ethz_1
116492,3bf5b5ee1,1024,1024,"[2.0, 583.0, 49.0, 97.0]",arvalis_3
136872,2661979ef,1024,1024,"[923.0, 439.0, 72.0, 91.0]",rres_1
119364,4b3f6a162,1024,1024,"[0.0, 743.0, 35.0, 90.0]",arvalis_3
102151,c5fe7d000,1024,1024,"[473.0, 469.0, 60.0, 68.0]",ethz_1
39712,e3fcdaef7,1024,1024,"[774, 620, 76, 110]",arvalis_1
3244,04b7f3a15,1024,1024,"[492.0, 238.0, 92.0, 82.0]",usask_1
44657,5d6d64e39,1024,1024,"[858, 268, 78, 61]",arvalis_1
69523,07f519e11,1024,1024,"[899.0, 268.0, 60.0, 117.0]",ethz_1
53968,f51be4839,1024,1024,"[496.0, 335.0, 112.0, 103.0]",inrae_1
75641,690c7d8f0,1024,1024,"[146.0, 25.0, 79.0, 30.0]",ethz_1
25196,dbfd38b38,1024,1024,"[754.0, 708.0, 78.0, 42.0]",arvalis_1
93265,4676009a9,1024,1024,"[376.0, 374.0, 100.0, 68.0]",ethz_1
115865,1914c04d6,1024,1024,"[570.0, 988.0, 93.0, 36.0]",arvalis_3
120323,f87bfb048,1024,1024,"[23.0, 924.0, 61.0, 82.0]",arvalis_3
56668,6dfeb6f7a,1024,1024,"[922.0, 1000.0, 86.0, 20.0]",ethz_1
78578,3a67dc193,1024,1024,"[378.0, 337.0, 57.0, 58.0]",ethz_1
122561,28e0fc5e4,1024,1024,"[798.0, 0.0, 87.0, 2.0]",arvalis_3
79256,0dbfcf802,1024,1024,"[180.0, 49.0, 87.0, 50.0]",ethz_1
59752,b70d3e890,1024,1024,"[126.0, 741.0, 118.0, 56.0]",ethz_1
108668,60fcdcd44,1024,1024,"[112.0, 322.0, 56.0, 54.0]",arvalis_3
39260,ab500e0d8,1024,1024,"[24, 160, 65, 58]",arvalis_1
130656,d36c62b8a,1024,1024,"[490.0, 499.0, 84.0, 134.0]",rres_1
26263,4e2b8a4a6,1024,1024,"[174.0, 807.0, 72.0, 83.0]",arvalis_1
87294,1aa099fd7,1024,1024,"[434.0, 660.0, 71.0, 67.0]",ethz_1
49846,181637e7b,1024,1024,"[838, 179, 81, 72]",arvalis_1
3828,6d1879f19,1024,1024,"[713.0, 600.0, 114.0, 260.0]",usask_1
2228,41761631b,1024,1024,"[768.0, 170.0, 256.0, 96.0]",usask_1
60117,4153dca13,1024,1024,"[503.0, 0.0, 79.0, 36.0]",ethz_1
28592,5366196ef,1024,1024,"[464.0, 523.0, 81.0, 89.0]",arvalis_1
143600,de4e0eecf,1024,1024,"[844.0, 881.0, 141.0, 140.0]",rres_1
145778,ebbc11f78,1024,1024,"[986.0, 683.0, 38.0, 79.0]",arvalis_2
87940,1ab041b77,1024,1024,"[378.0, 746.0, 56.0, 41.0]",ethz_1
129552,9c72bafb6,1024,1024,"[427.0, 712.0, 66.0, 67.0]",rres_1
25391,4eb328c36,1024,1024,"[533.0, 276.0, 93.0, 70.0]",arvalis_1
108667,60fcdcd44,1024,1024,"[660.0, 801.0, 44.0, 61.0]",arvalis_3
84879,94ea18562,1024,1024,"[923.0, 687.0, 101.0, 50.0]",ethz_1
70189,504dc181d,1024,1024,"[984.0, 833.0, 40.0, 82.0]",ethz_1
147460,9613afcb6,1024,1024,"[30.0, 586.0, 123.0, 82.0]",arvalis_2
15499,29f8a1f30,1024,1024,"[690.0, 967.0, 68.0, 57.0]",arvalis_1
144972,4def855a8,1024,1024,"[207.0, 163.0, 130.0, 162.0]",arvalis_2
78903,e99667355,1024,1024,"[946.0, 174.0, 52.0, 77.0]",ethz_1
88927,5c2312362,1024,1024,"[40.0, 439.0, 25.0, 71.0]",ethz_1
52387,90a4c6bf9,1024,1024,"[573.0, 58.0, 96.0, 105.0]",inrae_1
94426,8f877bc06,1024,1024,"[660.0, 221.0, 58.0, 67.0]",ethz_1
62608,95027fbd4,1024,1024,"[127.0, 845.0, 69.0, 32.0]",ethz_1
100200,8a29ab483,1024,1024,"[914.0, 950.0, 39.0, 74.0]",ethz_1
108318,d43e719c7,1024,1024,"[801.0, 778.0, 87.0, 66.0]",arvalis_3
111472,4e7b1a596,1024,1024,"[913.0, 737.0, 105.0, 92.0]",arvalis_3
139026,b3ea991e1,1024,1024,"[993.0, 10.0, 31.0, 75.0]",rres_1
26391,86d6bcafe,1024,1024,"[464.0, 482.0, 70.0, 60.0]",arvalis_1
43945,03cae970d,1024,1024,"[442, 208, 89, 93]",arvalis_1
67464,a5cdd6362,1024,1024,"[491.0, 717.0, 72.0, 39.0]",ethz_1
34648,16d26f266,1024,1024,"[8, 297, 144, 73]",arvalis_1
24988,0e0a0483e,1024,1024,"[362.0, 291.0, 83.0, 120.0]",arvalis_1
143132,98ce36a93,1024,1024,"[40.0, 221.0, 76.0, 73.0]",rres_1
127292,2c7638ee8,1024,1024,"[390.0, 718.0, 70.0, 67.0]",rres_1
12973,2072e9704,1024,1024,"[146.0, 877.0, 147.0, 62.0]",arvalis_1
26617,39614e195,1024,1024,"[895.0, 340.0, 49.0, 30.0]",arvalis_1
16505,8f796ab69,1024,1024,"[220.0, 806.0, 51.0, 94.0]",arvalis_1
37900,a677f18d9,1024,1024,"[809, 60, 71, 54]",arvalis_1
51756,b65e07813,1024,1024,"[442.0, 281.0, 122.0, 184.0]",inrae_1
95394,9aea92dce,1024,1024,"[369.0, 231.0, 81.0, 39.0]",ethz_1
96889,74f88a07b,1024,1024,"[705.0, 211.0, 37.0, 105.0]",ethz_1
101436,ccf5706ef,1024,1024,"[887.0, 888.0, 44.0, 71.0]",ethz_1
58232,5aa3b67b7,1024,1024,"[692.0, 907.0, 73.0, 38.0]",ethz_1
40853,251b2ed74,1024,1024,"[691, 246, 77, 83]",arvalis_1
127816,7c598ce6b,1024,1024,"[391.0, 223.0, 95.0, 109.0]",rres_1
28210,5d6ce1c78,1024,1024,"[492.0, 571.0, 91.0, 120.0]",arvalis_1
105822,e7337325d,1024,1024,"[520.0, 495.0, 54.0, 74.0]",ethz_1
111242,f02cb9a6a,1024,1024,"[176.0, 140.0, 77.0, 80.0]",arvalis_3
49291,3ce598c96,1024,1024,"[696, 983, 74, 41]",arvalis_1
110588,a3c792f9a,1024,1024,"[422.0, 734.0, 84.0, 113.0]",arvalis_3
110218,108c78542,1024,1024,"[818.0, 8.0, 100.0, 100.0]",arvalis_3
92278,13354f036,1024,1024,"[947.0, 274.0, 53.0, 40.0]",ethz_1
49600,ce367f7d6,1024,1024,"[243, 556, 64, 84]",arvalis_1
69147,b79a35c8d,1024,1024,"[535.0, 349.0, 129.0, 47.0]",ethz_1
33676,dc8edd6b7,1024,1024,"[273, 504, 109, 126]",arvalis_1
101097,ebaa9b7d6,1024,1024,"[5.0, 542.0, 74.0, 60.0]",ethz_1
109590,a9dce39f3,1024,1024,"[829.0, 279.0, 113.0, 66.0]",arvalis_3
98887,136b1f936,1024,1024,"[31.0, 1000.0, 31.0, 24.0]",ethz_1
29859,44463860f,1024,1024,"[553, 739, 75, 60]",arvalis_1
16240,9ddb20382,1024,1024,"[653.0, 621.0, 76.0, 45.0]",arvalis_1
7732,74aa7fe9d,1024,1024,"[211.0, 323.0, 118.0, 45.0]",arvalis_1
52755,006a994f7,1024,1024,"[183.0, 23.0, 97.0, 112.0]",inrae_1
80947,34f7f196b,1024,1024,"[723.0, 875.0, 141.0, 54.0]",ethz_1
118551,a9b1e5e29,1024,1024,"[860.0, 578.0, 71.0, 92.0]",arvalis_3
128841,5498d5aae,1024,1024,"[307.0, 190.0, 116.0, 144.0]",rres_1
131689,24a90b0dd,1024,1024,"[695.0, 686.0, 60.0, 54.0]",rres_1
97564,f5e0e61e4,1024,1024,"[957.0, 947.0, 56.0, 63.0]",ethz_1
83819,a489c82f1,1024,1024,"[642.0, 644.0, 72.0, 41.0]",ethz_1
123515,f54ff03a2,1024,1024,"[1005.0, 0.0, 19.0, 62.0]",rres_1
128929,1b2a30a59,1024,1024,"[475.0, 737.0, 96.0, 70.0]",rres_1
110687,10e1fb0e8,1024,1024,"[907.0, 334.0, 85.0, 134.0]",arvalis_3
102893,8930c88da,1024,1024,"[341.0, 750.0, 48.0, 45.0]",ethz_1
84330,2474376a6,1024,1024,"[728.0, 942.0, 92.0, 48.0]",ethz_1
95472,5a8f53092,1024,1024,"[645.0, 10.0, 32.0, 56.0]",ethz_1
35300,e9491d2d6,1024,1024,"[700, 687, 63, 71]",arvalis_1
95156,b59778e6b,1024,1024,"[49.0, 299.0, 38.0, 77.0]",ethz_1
118811,688e051dc,1024,1024,"[934.0, 394.0, 90.0, 133.0]",arvalis_3
112590,ae23fd95e,1024,1024,"[110.0, 803.0, 61.0, 221.0]",arvalis_3
22480,b61e3461d,1024,1024,"[0.0, 30.0, 45.0, 84.0]",arvalis_1
39225,d1b7acd1d,1024,1024,"[40, 0, 95, 47]",arvalis_1
64652,f6a53d30e,1024,1024,"[367.0, 68.0, 84.0, 89.0]",ethz_1
91359,96db737c8,1024,1024,"[678.0, 54.0, 66.0, 85.0]",ethz_1
108012,cc4d168f6,1024,1024,"[721.0, 284.0, 103.0, 74.0]",arvalis_3
84953,408eff4a9,1024,1024,"[517.6, 429.6, 93.29999999999995, 41.0]",ethz_1
128993,d0ca0d7a0,1024,1024,"[665.0, 923.0, 89.0, 82.0]",rres_1
119340,f20ba2db5,1024,1024,"[949.0, 460.0, 69.0, 182.0]",arvalis_3
130647,d36c62b8a,1024,1024,"[0.0, 945.0, 83.0, 73.0]",rres_1
25938,b18b34ed2,1024,1024,"[187.0, 831.0, 52.0, 54.0]",arvalis_1
63540,b27a68a05,1024,1024,"[356.0, 397.0, 84.0, 47.0]",ethz_1
121558,00b5fefed,1024,1024,"[483.0, 921.0, 149.0, 92.0]",arvalis_3
24078,7c4a4a55c,1024,1024,"[703.0, 235.0, 111.0, 76.0]",arvalis_1
57508,59e521267,1024,1024,"[580.0, 109.0, 105.0, 69.0]",ethz_1
32976,5c87c1bdd,1024,1024,"[0, 747, 84, 128]",arvalis_1
132076,11182d7ae,1024,1024,"[640.0, 322.0, 74.0, 52.0]",rres_1
134033,ba3404681,1024,1024,"[835.0, 372.0, 77.0, 56.0]",rres_1
40367,8c4bdc8ba,1024,1024,"[920, 194, 54, 75]",arvalis_1
57493,1ecb85340,1024,1024,"[555.0, 883.0, 124.0, 41.0]",ethz_1
93644,a28af8f95,1024,1024,"[0.0, 303.0, 26.0, 80.0]",ethz_1
32100,f04a71a47,1024,1024,"[203, 465, 106, 103]",arvalis_1
25702,8e1543437,1024,1024,"[52.0, 992.0, 56.0, 31.0]",arvalis_1
73623,b0a8fcaf8,1024,1024,"[43.0, 424.0, 63.0, 34.0]",ethz_1
108237,ee49343d5,1024,1024,"[7.0, 944.0, 121.0, 56.0]",arvalis_3
37904,a677f18d9,1024,1024,"[251, 125, 74, 79]",arvalis_1
131187,3834dbe25,1024,1024,"[528.0, 698.0, 74.0, 81.0]",rres_1
12767,62ec8d906,1024,1024,"[541.0, 986.0, 59.0, 38.0]",arvalis_1
115165,dc7f9cee6,1024,1024,"[750.0, 496.0, 133.0, 105.0]",arvalis_3
31920,a750327c3,1024,1024,"[609, 474, 85, 86]",arvalis_1
139172,dc8e4942d,1024,1024,"[871.0, 711.0, 67.0, 117.0]",rres_1
140666,4d57ebd90,1024,1024,"[354.0, 581.0, 73.0, 71.0]",rres_1
85720,d73cee5d1,1024,1024,"[917.0, 454.0, 36.0, 53.0]",ethz_1
33009,5758d6571,1024,1024,"[0, 560, 43, 98]",arvalis_1
75961,2689d2bb4,1024,1024,"[234.0, 378.0, 110.0, 47.0]",ethz_1
67741,fae71c97b,1024,1024,"[790.0, 663.0, 110.0, 40.0]",ethz_1
22000,029e03e52,1024,1024,"[171.0, 275.0, 67.0, 62.0]",arvalis_1
91091,8d2a27ac7,1024,1024,"[486.0, 248.0, 56.0, 44.0]",ethz_1
16890,a8f992d8d,1024,1024,"[585.0, 687.0, 117.0, 120.0]",arvalis_1
137399,ce2e2fe79,1024,1024,"[302.0, 904.0, 85.0, 97.0]",rres_1
122934,a5904a10b,1024,1024,"[144.0, 83.0, 133.0, 80.0]",arvalis_3
121978,e26eefe0f,1024,1024,"[483.0, 204.0, 100.0, 57.0]",arvalis_3
18963,484674836,1024,1024,"[311.0, 888.0, 81.0, 72.0]",arvalis_1
146162,49d76c63d,1024,1024,"[563.0, 670.0, 87.0, 77.0]",arvalis_2
78656,612b21960,1024,1024,"[491.0, 13.0, 116.0, 62.0]",ethz_1
85201,a9aabd0c8,1024,1024,"[876.0, 274.0, 74.0, 50.0]",ethz_1
24191,673b64e17,1024,1024,"[188.0, 386.0, 61.0, 71.0]",arvalis_1
5723,aa171bd87,1024,1024,"[84.0, 185.0, 98.0, 94.0]",usask_1
56354,6f1e9046d,1024,1024,"[398.0, 451.0, 126.0, 55.0]",ethz_1
131861,5559af3a9,1024,1024,"[767.0, 16.0, 132.0, 78.0]",rres_1
72778,7fd06d0d9,1024,1024,"[535.0, 458.0, 87.0, 79.0]",ethz_1
98885,136b1f936,1024,1024,"[987.0, 899.0, 37.0, 25.0]",ethz_1
78730,19c242397,1024,1024,"[357.0, 3.0, 102.0, 123.0]",ethz_1
52639,67bc08594,1024,1024,"[138.0, 343.0, 100.0, 138.0]",inrae_1
115723,ccfff0629,1024,1024,"[368.0, 43.0, 64.0, 77.0]",arvalis_3
28363,e2e2b0975,1024,1024,"[858.0, 722.0, 95.0, 65.0]",arvalis_1
70004,27ab890c9,1024,1024,"[528.0, 570.0, 88.0, 96.0]",ethz_1
62085,39cb95bc9,1024,1024,"[159.0, 941.0, 136.0, 49.0]",ethz_1
53111,26c2b1c78,1024,1024,"[924.0, 225.0, 97.0, 87.0]",inrae_1
64460,a6afb2315,1024,1024,"[80.0, 114.0, 119.0, 71.0]",ethz_1
98842,136b1f936,1024,1024,"[856.0, 84.0, 43.0, 82.0]",ethz_1
50471,09bcc5259,1024,1024,"[200, 342, 95, 70]",arvalis_1
7367,14d2b1c3a,1024,1024,"[150.0, 722.0, 74.0, 116.0]",arvalis_1
36514,2677d9124,1024,1024,"[291, 270, 292, 143]",arvalis_1
134107,8ffe2f23a,1024,1024,"[870.0, 0.0, 84.0, 25.0]",rres_1
117576,cff3446c8,1024,1024,"[204.0, 289.0, 90.0, 102.0]",arvalis_3
133782,773c33268,1024,1024,"[896.0, 858.0, 85.0, 63.0]",rres_1
771,cc9092474,1024,1024,"[599.0, 934.0, 62.0, 63.0]",usask_1
64042,3014e5cad,1024,1024,"[344.0, 16.0, 92.0, 57.0]",ethz_1
19091,59dbb2e28,1024,1024,"[912.0, 724.0, 78.0, 79.0]",arvalis_1
131885,5559af3a9,1024,1024,"[472.0, 782.0, 68.0, 71.0]",rres_1
91981,68b603861,1024,1024,"[449.0, 574.0, 64.0, 44.0]",ethz_1
86408,2ae1f9d88,1024,1024,"[128.0, 974.0, 84.0, 34.0]",ethz_1
65887,abb037b27,1024,1024,"[0.0, 279.0, 141.0, 56.0]",ethz_1
54812,a3c24fcd4,1024,1024,"[20.0, 604.0, 246.0, 143.0]",inrae_1
60245,2d8a88333,1024,1024,"[546.0, 696.0, 146.0, 98.0]",ethz_1
142229,73ed111df,1024,1024,"[909.0, 91.0, 85.0, 60.0]",rres_1
109754,43966050a,1024,1024,"[331.0, 22.0, 48.0, 103.0]",arvalis_3
147225,b28fb55cc,1024,1024,"[555.0, 944.0, 166.0, 80.0]",arvalis_2
17145,ba746e119,1024,1024,"[150.0, 755.0, 63.0, 57.0]",arvalis_1
135233,cc2bbb768,1024,1024,"[605.0, 84.0, 91.0, 71.0]",rres_1
16434,70b693efe,1024,1024,"[722.0, 221.0, 132.0, 62.0]",arvalis_1
126134,13d56dca0,1024,1024,"[534.0, 493.0, 68.0, 70.0]",rres_1
144894,3744f2482,1024,1024,"[718.0, 472.0, 106.0, 101.0]",arvalis_2
71232,fcaaff29d,1024,1024,"[0.0, 273.0, 69.0, 49.0]",ethz_1
46592,66d517e44,1024,1024,"[832, 122, 59, 153]",arvalis_1
18409,0c7af1841,1024,1024,"[161.0, 830.0, 58.0, 60.0]",arvalis_1
64262,76be097e9,1024,1024,"[945.0, 723.0, 79.0, 60.0]",ethz_1
139757,3dd44c524,1024,1024,"[138.0, 510.0, 77.0, 145.0]",rres_1
119527,cadb3740d,1024,1024,"[652.0, 46.0, 149.0, 74.0]",arvalis_3
41738,6e07bfe69,1024,1024,"[69, 702, 86, 81]",arvalis_1
2557,0d5525a7b,1024,1024,"[172.0, 660.0, 49.0, 40.0]",usask_1
124262,f84383b38,1024,1024,"[713.0, 25.0, 117.0, 103.0]",rres_1
113735,da8c686cb,1024,1024,"[686.0, 860.0, 69.0, 69.0]",arvalis_3
109926,57c1475d8,1024,1024,"[832.0, 458.0, 92.0, 89.0]",arvalis_3
56958,190f2ca1d,1024,1024,"[211.0, 598.0, 92.0, 42.0]",ethz_1
18311,cb7a2a690,1024,1024,"[991.0, 610.0, 33.0, 82.0]",arvalis_1
92606,e7f4f02a7,1024,1024,"[240.0, 839.0, 65.0, 179.0]",ethz_1
5378,ee91a1343,1024,1024,"[547.0, 676.0, 86.0, 66.0]",usask_1
143062,fa060c1f8,1024,1024,"[880.0, 631.0, 70.0, 121.0]",rres_1
7776,de941b2fc,1024,1024,"[126.0, 821.0, 114.0, 50.0]",arvalis_1
118717,5ec31deb1,1024,1024,"[796.0, 209.0, 51.0, 57.0]",arvalis_3
129201,87a0373b2,1024,1024,"[940.0, 957.0, 57.0, 66.0]",rres_1
126602,2ed43720f,1024,1024,"[845.0, 297.0, 112.0, 77.0]",rres_1
144837,44fb6b8b2,1024,1024,"[48.0, 279.0, 100.0, 84.0]",arvalis_2
114510,383817085,1024,1024,"[773.0, 657.0, 57.0, 146.0]",arvalis_3
43092,da5063a1b,1024,1024,"[579.0, 833.0, 297.0, 104.0]",arvalis_1
29086,4b6281d55,1024,1024,"[374, 238, 118, 101]",arvalis_1
83867,c40c32697,1024,1024,"[74.0, 629.0, 143.0, 71.0]",ethz_1
128059,79b825776,1024,1024,"[552.0, 943.0, 67.0, 81.0]",rres_1
69132,b79a35c8d,1024,1024,"[290.0, 681.0, 64.0, 35.0]",ethz_1
90939,ecf19610a,1024,1024,"[611.0, 656.0, 74.0, 74.0]",ethz_1
33823,9858d67dc,1024,1024,"[614, 105, 130, 90]",arvalis_1
1848,01f37f1d3,1024,1024,"[609.0, 682.0, 120.0, 88.0]",usask_1
102665,19cb6b0e3,1024,1024,"[229.0, 451.0, 89.0, 77.0]",ethz_1
30334,23eb6b3d5,1024,1024,"[89, 44, 87, 128]",arvalis_1
11652,a685fbf20,1024,1024,"[788.0, 661.0, 72.0, 70.0]",arvalis_1
120966,777fa71f7,1024,1024,"[194.0, 343.0, 108.0, 112.0]",arvalis_3
22642,a0c25ba9c,1024,1024,"[97.0, 479.0, 97.0, 170.0]",arvalis_1
4256,7803a8211,1024,1024,"[623.0, 953.0, 167.0, 71.0]",usask_1
72914,bf2c0adde,1024,1024,"[0.0, 365.0, 42.0, 54.0]",ethz_1
20627,9071d1211,1024,1024,"[825.0, 703.0, 59.0, 78.0]",arvalis_1
77808,5b558a4c7,1024,1024,"[595.0, 244.0, 50.0, 75.0]",ethz_1
23884,3eeb41f2a,1024,1024,"[942.0, 627.0, 63.0, 49.0]",arvalis_1
144753,48bdfec34,1024,1024,"[657.0, 2.0, 87.0, 85.0]",arvalis_2
123460,2c836cccb,1024,1024,"[817.0, 327.0, 108.0, 108.0]",rres_1
119112,b75c3bb71,1024,1024,"[742.0, 327.0, 51.0, 57.0]",arvalis_3
1612,556c18af4,1024,1024,"[88.0, 523.0, 77.0, 54.0]",usask_1
34746,06b42df4e,1024,1024,"[491, 0, 125, 128]",arvalis_1
118423,96e14c7cd,1024,1024,"[660.0, 156.0, 90.0, 76.0]",arvalis_3
95735,44e31e39f,1024,1024,"[274.0, 580.0, 50.0, 112.0]",ethz_1
73710,5dc28374a,1024,1024,"[899.0, 206.0, 60.0, 42.0]",ethz_1
